,index,sentence,numerals-tags,company,docEndDate,docType,fileName,year,ner_tags,tokens
28,99534,"During the years ended December31, 2018 and 2017, we sold marketable securities for proceeds of $10.8 million and $118.3 million, respectively, and realized gains of less than $0.1 million on such sales in each respective period.","{'us-gaap:ProceedsFromSaleOfAvailableForSaleSecuritiesDebt': ['10.8', '118.3'], 'us-gaap:DebtSecuritiesAvailableForSaleRealizedGain': ['0.1']}","First Solar, Inc.","December 31, 2019",10-K,/home/soumyasharma/HULK/financial/FinNumRED/data/sec_edgar_files/sec-edgar-filings/FSLR/10-K/0001274494-20-000011/filing-details.html,20,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1128, 0, 0, 0, 1128, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 340, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['During', 'the', 'years', 'ended', 'December31', ',', '2018', 'and', '2017', ',', 'we', 'sold', 'marketable', 'securities', 'for', 'proceeds', 'of', '$', '10.8', 'million', 'and', '$', '118.3', 'million', ',', 'respectively', ',', 'and', 'realized', 'gains', 'of', 'less', 'than', '$', '0.1', 'million', 'on', 'such', 'sales', 'in', 'each', 'respective', 'period', '.']"
29,69139,"The current restructuring liability related to the transformation programs, reported in Consolidated Balance Sheets as of October 31, 2021 and 2020, was $287 million and $359 million, respectively, in accrued restructuring, and $27 million and $24 million, respectively, in Other accrued liabilities.","{'us-gaap:RestructuringReserveCurrent': ['287', '359', '27', '24']}",HEWLETT PACKARD ENTERPRISE CO,"October 31, 2021",10-K,/home/soumyasharma/HULK/financial/FinNumRED/data/sec_edgar_files/sec-edgar-filings/HPE/10-K/0001645590-21-000068/filing-details.html,21,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 551, 0, 0, 0, 551, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 551, 0, 0, 0, 551, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['The', 'current', 'restructuring', 'liability', 'related', 'to', 'the', 'transformation', 'programs', ',', 'reported', 'in', 'Consolidated', 'Balance', 'Sheets', 'as', 'of', 'October', '31', ',', '2021', 'and', '2020', ',', 'was', '$', '287', 'million', 'and', '$', '359', 'million', ',', 'respectively', ',', 'in', 'accrued', 'restructuring', ',', 'and', '$', '27', 'million', 'and', '$', '24', 'million', ',', 'respectively', ',', 'in', 'Other', 'accrued', 'liabilities', '.']"
30,15419,"As of February1, 2020, there was $1 million of total unrecognized compensation expense related to price-vested options, which is expected to be recognized over a weighted average period of 0.3 years.The weighted average remaining life of exercisable options is 2.1 years, and the weighted average remaining life of all outstanding options is 3.5 years.",{'us-gaap:EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized': ['1']},TARGET CORP,"February 1, 2020",10-K,/home/soumyasharma/HULK/financial/FinNumRED/data/sec_edgar_files/sec-edgar-filings/TGT/10-K/0000027419-20-000008/filing-details.html,20,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 2590, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['As', 'of', 'February1', ',', '2020', ',', 'there', 'was', '$', '1', 'million', 'of', 'total', 'unrecognized', 'compensation', 'expense', 'related', 'to', 'price', '-', 'vested', 'options', ',', 'which', 'is', 'expected', 'to', 'be', 'recognized', 'over', 'a', 'weighted', 'average', 'period', 'of', '0.3', 'years', '.', 'The', 'weighted', 'average', 'remaining', 'life', 'of', 'exercisable', 'options', 'is', '2.1', 'years', ',', 'and', 'the', 'weighted', 'average', 'remaining', 'life', 'of', 'all', 'outstanding', 'options', 'is', '3.5', 'years', '.']"
31,30788,"The proceeds were used in 2017 to redeem all 2 million shares ($50 million aggregate stated capital) of 6.50% Series Preference Stock, 6 million shares ($150 million aggregate stated capital) of 6.45% Series Preference Stock, and 1.52 million shares ($38 million aggregate stated capital) of 5.83% Class A Preferred Stock and for other general corporate purposes, including Alabama Power's continuous construction program.","{'us-gaap:DebtInstrumentFaceAmount': ['50', '150', '38']}",The Southern Company,"December 31, 2019",10-K,/home/soumyasharma/HULK/financial/FinNumRED/data/sec_edgar_files/sec-edgar-filings/SO/10-K/0000092122-20-000017/filing-details.html,20,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2609, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2609, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2609, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['The', 'proceeds', 'were', 'used', 'in', '2017', 'to', 'redeem', 'all', '2', 'million', 'shares', '(', '$', '50', 'million', 'aggregate', 'stated', 'capital', ')', 'of', '6.50', '%', 'Series', 'Preference', 'Stock', ',', '6', 'million', 'shares', '(', '$', '150', 'million', 'aggregate', 'stated', 'capital', ')', 'of', '6.45', '%', 'Series', 'Preference', 'Stock', ',', 'and', '1.52', 'million', 'shares', '(', '$', '38', 'million', 'aggregate', 'stated', 'capital', ')', 'of', '5.83', '%', 'Class', 'A', 'Preferred', 'Stock', 'and', 'for', 'other', 'general', 'corporate', 'purposes', ',', 'including', 'Alabama', 'Power', ""'s"", 'continuous', 'construction', 'program', '.']"
32,96540,"As of October31, 2021 and 2020, the company's long-term debt included $424.0 million of gross fixed-rate debt that is not subject to variable interest rate fluctuations.","{'us-gaap:LongtermDebtPercentageBearingFixedInterestAmount': ['424.0', '424.0', '424.0']}",THE TORO COMPANY,"October 31, 2021",10-K,/home/soumyasharma/HULK/financial/FinNumRED/data/sec_edgar_files/sec-edgar-filings/TTC/10-K/0000737758-21-000030/filing-details.html,21,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 994, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['As', 'of', 'October31', ',', '2021', 'and', '2020', ',', 'the', 'company', ""'s"", 'long', '-', 'term', 'debt', 'included', '$', '424.0', 'million', 'of', 'gross', 'fixed', '-', 'rate', 'debt', 'that', 'is', 'not', 'subject', 'to', 'variable', 'interest', 'rate', 'fluctuations', '.']"
33,29096,"During the fourth quarter of 2017, goodwill increased by $1,824 million as at February 27, 2017 due to the finalization of the fair value measurement of BC Pipelines & Field Services as discussed under (b) above.","{'us-gaap:BusinessCombinationStepAcquisitionEquityInterestInAcquireeRemeasurementGain': ['1,824']}",ENBRIDGE INC,"December 31, 2019",10-K,/home/soumyasharma/HULK/financial/FinNumRED/data/sec_edgar_files/sec-edgar-filings/ENB/10-K/0000895728-20-000009/filing-details.html,20,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 567, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['During', 'the', 'fourth', 'quarter', 'of', '2017', ',', 'goodwill', 'increased', 'by', '$', '1,824', 'million', 'as', 'at', 'February', '27', ',', '2017', 'due', 'to', 'the', 'finalization', 'of', 'the', 'fair', 'value', 'measurement', 'of', 'BC', 'Pipelines', '&', 'Field', 'Services', 'as', 'discussed', 'under', '(', 'b', ')', 'above', '.']"
34,78859,"During 2021, we completed the sale of certain properties with total carrying value of $120million, including land, buildings, furniture and fixtures, and leasehold improvements, of which $37 million was classified as held for sale and $83 million was included in property and equipment as of April 3, 2020.",{'us-gaap:DisposalGroupIncludingDiscontinuedOperationPropertyPlantAndEquipment': ['83']},NortonLifeLock Inc.,"April 2, 2021",10-K,/home/soumyasharma/HULK/financial/FinNumRED/data/sec_edgar_files/sec-edgar-filings/NLOK/10-K/0000849399-21-000010/filing-details.html,21,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 843, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['During', '2021', ',', 'we', 'completed', 'the', 'sale', 'of', 'certain', 'properties', 'with', 'total', 'carrying', 'value', 'of', '$', '120million', ',', 'including', 'land', ',', 'buildings', ',', 'furniture', 'and', 'fixtures', ',', 'and', 'leasehold', 'improvements', ',', 'of', 'which', '$', '37', 'million', 'was', 'classified', 'as', 'held', 'for', 'sale', 'and', '$', '83', 'million', 'was', 'included', 'in', 'property', 'and', 'equipment', 'as', 'of', 'April', '3', ',', '2020', '.']"
35,58449,The following table summarizes the allocation of the consideration paid of approximately $24.8 million to the fair values of the assets acquired and liabilities assumed at the acquisition date (in thousands):,{'us-gaap:BusinessCombinationConsiderationTransferred1': ['24.8']},"Affirm Holdings, Inc.","June 30, 2021",10-K,/home/soumyasharma/HULK/financial/FinNumRED/data/sec_edgar_files/sec-edgar-filings/AFRM/10-K/0001820953-21-000102/filing-details.html,21,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2593, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['The', 'following', 'table', 'summarizes', 'the', 'allocation', 'of', 'the', 'consideration', 'paid', 'of', 'approximately', '$', '24.8', 'million', 'to', 'the', 'fair', 'values', 'of', 'the', 'assets', 'acquired', 'and', 'liabilities', 'assumed', 'at', 'the', 'acquisition', 'date', '(', 'in', 'thousands', '):']"
36,79403,"As part of Quanta’s investment strategy, Quanta formed a partnership with select investors that provides up to $1.0 billion of capital, including approximately $80.0 million from Quanta, available to invest in certain specified infrastructure projects through August 2024.","{'us-gaap:OtherCommitment': ['1.0', '80.0']}","Quanta Services, Inc.","December 31, 2019",10-K,/home/soumyasharma/HULK/financial/FinNumRED/data/sec_edgar_files/sec-edgar-filings/PWR/10-K/0001050915-20-000020/filing-details.html,20,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2643, 0, 0, 0, 0, 0, 0, 0, 2643, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['As', 'part', 'of', 'Quanta', '’s', 'investment', 'strategy', ',', 'Quanta', 'formed', 'a', 'partnership', 'with', 'select', 'investors', 'that', 'provides', 'up', 'to', '$', '1.0', 'billion', 'of', 'capital', ',', 'including', 'approximately', '$', '80.0', 'million', 'from', 'Quanta', ',', 'available', 'to', 'invest', 'in', 'certain', 'specified', 'infrastructure', 'projects', 'through', 'August', '2024', '.']"
37,35313,"In July 2018, we completed the offering of 11,212,500 shares of our common stock, no par value, in a registered public offering at $113.75 per share (approximately $111.87 per share after deducting underwriting discounts), with 9,750,000 shares pursuant to forward sale agreements.",{'us-gaap:SharesIssuedPricePerShare': ['113.75']},SEMPRA ENERGY,"December 31, 2020",10-K,/home/soumyasharma/HULK/financial/FinNumRED/data/sec_edgar_files/sec-edgar-filings/SAN/10-K/0001032208-21-000007/filing-details.html,21,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 137, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['In', 'July', '2018', ',', 'we', 'completed', 'the', 'offering', 'of', '11,212,500', 'shares', 'of', 'our', 'common', 'stock', ',', 'no', 'par', 'value', ',', 'in', 'a', 'registered', 'public', 'offering', 'at', '$', '113.75', 'per', 'share', '(', 'approximately', '$', '111.87', 'per', 'share', 'after', 'deducting', 'underwriting', 'discounts', ')', ',', 'with', '9,750,000', 'shares', 'pursuant', 'to', 'forward', 'sale', 'agreements', '.']"
38,2854,"The weighted average number of basic shares outstanding includes the impact of 7,767,874 common shares held in a grantor trust.","{'us-gaap:WeightedAverageNumberOfSharesOutstandingBasic': ['7,767,874']}",W. R. BERKLEY CORP,"December 31, 2020",10-K,/home/soumyasharma/HULK/financial/FinNumRED/data/sec_edgar_files/sec-edgar-filings/PG/10-K/0000011544-21-000013/filing-details.html,21,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 751, 0, 0, 0, 0, 0, 0, 0, 0]","['The', 'weighted', 'average', 'number', 'of', 'basic', 'shares', 'outstanding', 'includes', 'the', 'impact', 'of', '7,767,874', 'common', 'shares', 'held', 'in', 'a', 'grantor', 'trust', '.']"
39,46643,The fair value per share attributable to the common stock awards on the date of grant was $139.83.,{'us-gaap:ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsGrantsInPeriodWeightedAverageGrantDateFairValue': ['139.83']},"Travelers Companies, Inc.","December 31, 2020",10-K,/home/soumyasharma/HULK/financial/FinNumRED/data/sec_edgar_files/sec-edgar-filings/TRV/10-K/0000086312-21-000011/filing-details.html,21,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2637, 0]","['The', 'fair', 'value', 'per', 'share', 'attributable', 'to', 'the', 'common', 'stock', 'awards', 'on', 'the', 'date', 'of', 'grant', 'was', '$', '139.83', '.']"
40,37769,"Deferred commissions, including the employer portion of payroll taxes, included in other current assets as of January29, 2021 and January31, 2020 were $31 million and $13 million, respectively.","{'us-gaap:CapitalizedContractCostNetCurrent': ['31', '13']}","VMWARE, INC.","January 29, 2021",10-K,/home/soumyasharma/HULK/financial/FinNumRED/data/sec_edgar_files/sec-edgar-filings/VMW/10-K/0001124610-21-000015/filing-details.html,21,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1947, 0, 0, 0, 1947, 0, 0, 0, 0]","['Deferred', 'commissions', ',', 'including', 'the', 'employer', 'portion', 'of', 'payroll', 'taxes', ',', 'included', 'in', 'other', 'current', 'assets', 'as', 'of', 'January29', ',', '2021', 'and', 'January31', ',', '2020', 'were', '$', '31', 'million', 'and', '$', '13', 'million', ',', 'respectively', '.']"
41,91176,A decrease of $2.8 million was recorded as a reduction to expense in the acquisitions and integrations costs line item in the Consolidated Statement of Operations.,{'us-gaap:BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability1': ['2.8']},Ciena Corp,"October 31, 2019",10-K,/home/soumyasharma/HULK/financial/FinNumRED/data/sec_edgar_files/sec-edgar-filings/CIEN/10-K/0000936395-19-000056/filing-details.html,19,"[0, 0, 0, 0, 210, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['A', 'decrease', 'of', '$', '2.8', 'million', 'was', 'recorded', 'as', 'a', 'reduction', 'to', 'expense', 'in', 'the', 'acquisitions', 'and', 'integrations', 'costs', 'line', 'item', 'in', 'the', 'Consolidated', 'Statement', 'of', 'Operations', '.']"
42,66956,"The amounts accrued under this plan were $59 million and $51 million as of December31, 2020 and 2019, respectively.","{'us-gaap:DeferredCompensationArrangementWithIndividualRecordedLiability': ['59', '51']}",Quest Diagnostics Inc,"December 31, 2020",10-K,/home/soumyasharma/HULK/financial/FinNumRED/data/sec_edgar_files/sec-edgar-filings/DGX/10-K/0001022079-21-000029/filing-details.html,21,"[0, 0, 0, 0, 0, 0, 0, 0, 429, 0, 0, 0, 429, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['The', 'amounts', 'accrued', 'under', 'this', 'plan', 'were', '$', '59', 'million', 'and', '$', '51', 'million', 'as', 'of', 'December31', ',', '2020', 'and', '2019', ',', 'respectively', '.']"
43,57030,"At December31, 2020, FHLB advances have rates ranging from 0.05% to 5.91%, with interest payable monthly.","{'us-gaap:DebtInstrumentInterestRateStatedPercentage': ['0.05', '5.91']}",FIFTH THIRD BANCORP,"December 31, 2020",10-K,/home/soumyasharma/HULK/financial/FinNumRED/data/sec_edgar_files/sec-edgar-filings/FITB/10-K/0000035527-21-000100/filing-details.html,21,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2623, 0, 0, 2623, 0, 0, 0, 0, 0, 0, 0]","['At', 'December31', ',', '2020', ',', 'FHLB', 'advances', 'have', 'rates', 'ranging', 'from', '0.05', '%', 'to', '5.91', '%', ',', 'with', 'interest', 'payable', 'monthly', '.']"
44,76174,"This resulted in recognition of a gain of $43.0 million in fiscal 2020, which is recorded in ""Other income (expense)"" in the Consolidated Statement of Operations.",{'us-gaap:BusinessCombinationStepAcquisitionEquityInterestInAcquireeRemeasurementGain': ['43.0']},"Qorvo, Inc.","March 28, 2020",10-K,/home/soumyasharma/HULK/financial/FinNumRED/data/sec_edgar_files/sec-edgar-filings/QRVO/10-K/0001604778-20-000030/filing-details.html,20,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 567, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['This', 'resulted', 'in', 'recognition', 'of', 'a', 'gain', 'of', '$', '43.0', 'million', 'in', 'fiscal', '2020', ',', 'which', 'is', 'recorded', 'in', '""', 'Other', 'income', '(', 'expense', ')', '""', 'in', 'the', 'Consolidated', 'Statement', 'of', 'Operations', '.']"
45,86646,"The 2018 Term A Loan and the 2018 Revolving Credit Facility bear interest at rates based upon, at the option of BKIS, either (i)the base rate plus a margin of between 25 and 50basis points depending on the total leverage ratio of BKFS LLC and its restricted subsidiaries on a consolidated basis (the“Consolidated Leverage Ratio”) or (ii)the Eurodollar rate plus a margin of between 125 and 150basis points depending on the Consolidated Leverage Ratio.","{'us-gaap:DebtInstrumentBasisSpreadOnVariableRate1': ['25', '125']}","Black Knight, Inc.","December 31, 2020",10-K,/home/soumyasharma/HULK/financial/FinNumRED/data/sec_edgar_files/sec-edgar-filings/BKI/10-K/0001627014-21-000005/filing-details.html,21,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2587, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2587, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['The', '2018', 'Term', 'A', 'Loan', 'and', 'the', '2018', 'Revolving', 'Credit', 'Facility', 'bear', 'interest', 'at', 'rates', 'based', 'upon', ',', 'at', 'the', 'option', 'of', 'BKIS', ',', 'either', '(', 'i)the', 'base', 'rate', 'plus', 'a', 'margin', 'of', 'between', '25', 'and', '50basis', 'points', 'depending', 'on', 'the', 'total', 'leverage', 'ratio', 'of', 'BKFS', 'LLC', 'and', 'its', 'restricted', 'subsidiaries', 'on', 'a', 'consolidated', 'basis', '(', 'the“Consolidated', 'Leverage', 'Ratio', '”', ')', 'or', '(', 'ii)the', 'Eurodollar', 'rate', 'plus', 'a', 'margin', 'of', 'between', '125', 'and', '150basis', 'points', 'depending', 'on', 'the', 'Consolidated', 'Leverage', 'Ratio', '.']"
46,72654,"As of June 30, 2021, the Company has entered into forward contracts that mature in June 2022 to purchase 8million shares at a weighted average price of $11.65.",{'us-gaap:ForwardContractIndexedToIssuersEquityForwardRate': ['11.65']},AMCOR PLC,"June 30, 2021",10-K,/home/soumyasharma/HULK/financial/FinNumRED/data/sec_edgar_files/sec-edgar-filings/AMCR/10-K/0001748790-21-000031/filing-details.html,21,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 407, 0]","['As', 'of', 'June', '30', ',', '2021', ',', 'the', 'Company', 'has', 'entered', 'into', 'forward', 'contracts', 'that', 'mature', 'in', 'June', '2022', 'to', 'purchase', '8million', 'shares', 'at', 'a', 'weighted', 'average', 'price', 'of', '$', '11.65', '.']"
47,2258,"Of International's total net sales, approximately $11.8 billion and $6.7 billion related to eCommerce for fiscal 2020 and fiscal 2019, respectively.","{'us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax': ['11.8', '6.7']}",WALMART INC.,"January 31, 2020",10-K,/home/soumyasharma/HULK/financial/FinNumRED/data/sec_edgar_files/sec-edgar-filings/WMT/10-K/0000104169-20-000011/filing-details.html,20,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 2597, 0, 0, 0, 2597, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Of', 'International', ""'s"", 'total', 'net', 'sales', ',', 'approximately', '$', '11.8', 'billion', 'and', '$', '6.7', 'billion', 'related', 'to', 'eCommerce', 'for', 'fiscal', '2020', 'and', 'fiscal', '2019', ',', 'respectively', '.']"
48,21873,"In order to consummate the Newmont Goldcorp transaction, the Company amended its Restated Certificate of Incorporation to increase Newmont’s authorized number of shares of common stock from 750 million to 1.28 billion, as approved by Newmont shareholders at the April 11, 2019 special meeting of stockholders.","{'us-gaap:CommonStockSharesAuthorized': ['750', '1.28']}",NEWMONT Corp /DE/,"December 31, 2019",10-K,/home/soumyasharma/HULK/financial/FinNumRED/data/sec_edgar_files/sec-edgar-filings/DE/10-K/0001558370-20-001041/filing-details.html,20,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2578, 0, 0, 2578, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['In', 'order', 'to', 'consummate', 'the', 'Newmont', 'Goldcorp', 'transaction', ',', 'the', 'Company', 'amended', 'its', 'Restated', 'Certificate', 'of', 'Incorporation', 'to', 'increase', 'Newmont', '’s', 'authorized', 'number', 'of', 'shares', 'of', 'common', 'stock', 'from', '750', 'million', 'to', '1.28', 'billion', ',', 'as', 'approved', 'by', 'Newmont', 'shareholders', 'at', 'the', 'April', '11', ',', '2019', 'special', 'meeting', 'of', 'stockholders', '.']"
49,28328,"The first call option allows Duke Energy to call the Series B Preferred Stock at a redemption price of $1,020 per share, in whole but not in part, at any time within 120 days after a ratings event.","{'us-gaap:PreferredStockRedemptionPricePerShare': ['1,020']}",DUKE ENERGY CORPORATION,"December 31, 2019",10-K,/home/soumyasharma/HULK/financial/FinNumRED/data/sec_edgar_files/sec-edgar-filings/DUK/10-K/0001326160-20-000034/filing-details.html,20,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 204, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['The', 'first', 'call', 'option', 'allows', 'Duke', 'Energy', 'to', 'call', 'the', 'Series', 'B', 'Preferred', 'Stock', 'at', 'a', 'redemption', 'price', 'of', '$', '1,020', 'per', 'share', ',', 'in', 'whole', 'but', 'not', 'in', 'part', ',', 'at', 'any', 'time', 'within', '120', 'days', 'after', 'a', 'ratings', 'event', '.']"
